symbol,name,exchange,assetType,ipoDate,delistingDate,status,marketCap,trailingPE,forwardPE,dividendYield,volume,averageVolume10days,profitMargins,sector,Open,Close
BABA,Alibaba Group Holding Ltd,NYSE,Stock,2014-09-19,,Active,215473602560,20.448038,9.40914,0.0113,34574787,23502470,0.08501001,Consumer Cyclical,,
BAC,Bank Of America Corp,NYSE,Stock,1986-05-29,,Active,307262357504,13.548276,11.005603,0.024400001,25016456,28838510,0.26808,Financial Services,,
BACK,IMAC Holdings Inc,NASDAQ,Stock,2019-02-13,,Active,3881321,,-0.9337017,,43015,65820,,Healthcare,,
BAER,Bridger Aerospace Group Holdings Inc - Class A,NASDAQ,Stock,2021-03-17,,Active,195108928,37.727272,,,6679,19720,-1.15965,Industrials,,
BAFN,BayFirst Financial Corp,NASDAQ,Stock,2019-11-20,,Active,51060584,10.555556,,0.025899999,2745,4680,0.07407,Financial Services,,
BAH,Booz Allen Hamilton Holding Corp - Class A,NYSE,Stock,2010-11-18,,Active,19759017984,48.967846,25.811863,0.0134000005,619753,879070,0.03965,Industrials,,
BAK,Braskem S.A.,NYSE,Stock,1999-01-13,,Active,3042397440,,-19.333334,,220464,1203700,-0.088470004,Basic Materials,,
BALL,Ball Corp,NYSE,Stock,1984-09-07,,Active,21760600064,33.706734,20.03143,0.0114,781521,1760540,0.30276,Consumer Cyclical,,
BALY,Ballys Corporation,NYSE,Stock,2019-03-29,,Active,531163200,,-2.870897,,204767,276920,-0.21863002,Consumer Cyclical,,
BAM,Brookfield Asset Management Ltd - Class A,NYSE,Stock,2022-12-01,,Active,15787458560,37.766354,23.224138,0.0376,2657046,2575390,0.45324,Financial Services,,
BANC,Banc of California Inc,NYSE,Stock,2002-10-01,,Active,2456503552,,7.719577,0.0274,2223748,2691130,,Financial Services,,
BAND,Bandwidth Inc - Class A,NASDAQ,Stock,2017-11-10,,Active,600921344,,15.033784,,229548,384090,-0.04601,Technology,,
BANF,Bancfirst Corp,NASDAQ,Stock,1990-03-26,,Active,3037481472,15.044118,16.5,0.0187,38488,55060,0.34514,Financial Services,,
BANL,CBL International Ltd,NASDAQ,Stock,2023-03-23,,Active,26249998,20.999998,,,19734,8130,0.00261,Energy,,
BANR,Banner Corp,NASDAQ,Stock,1995-11-01,,Active,1621193472,9.783784,9.468814,0.040799998,106530,120660,0.28047,Financial Services,,
BANX,ArrowMark Financial Corp,NASDAQ,Stock,2013-11-07,,Active,130306816,6.4471126,8.06599,0.0983,18782,17930,0.70591,Financial Services,,
BAOS,Baosheng Media Group Holdings Ltd,NASDAQ,Stock,2021-02-08,,Active,5677613,,,,46087,12590,-2.0016298,Communication Services,,
BAP,Credicorp Ltd,NYSE,Stock,1995-10-25,,Active,13033785344,9.921354,8.058968,0.056399997,191904,279470,0.30264,Financial Services,,
BARK,BARK Inc - Class A,NYSE,Stock,2020-12-18,,Active,219701968,,-20.666668,,238508,394850,-0.09361,Consumer Cyclical,,
BASE,Couchbase Inc,NASDAQ,Stock,2021-07-22,,Active,1384554624,,-153.22221,,536322,385520,-0.44537,Technology,,
BATRA,Atlanta Braves Holdings Inc - Class A,NASDAQ,Stock,2016-04-18,,Active,2472099584,,-77.81481,,21445,26140,-0.18336001,Communication Services,,
BATRK,Atlanta Braves Holdings Inc - Class C,NASDAQ,Stock,2016-04-18,,Active,2472102912,,-115.676476,,183716,164660,-0.18336001,Communication Services,,
BAX,Baxter International Inc,NYSE,Stock,1981-10-27,,Active,17962694656,,10.947205,0.032899998,2904680,4903600,0.17788,Healthcare,,
BAYA,Bayview Acquisition Corp,NASDAQ,Stock,2023-12-29,,Active,78716856,,,,2876,11250,,,,
BB,BlackBerry Ltd,NYSE,Stock,1999-02-04,,Active,1742452736,,98.00001,,8959296,19744120,-0.1524,Technology,,
BBAI,BigBear.ai Inc,NYSE,Stock,2021-12-17,,Active,371574752,,-6.8636365,,5989230,4782480,-1.0901101,Technology,,
BBAR,BBVA Argentina,NYSE,Stock,1993-11-24,,Active,2930115840,13.172414,8.616541,0.0294,1040684,1231510,0.08287,Financial Services,,
BBCP,Concrete Pumping Holdings Inc - Class A,NASDAQ,Stock,2017-08-21,,Active,368487232,19.542858,9.633803,,71743,58570,0.04814,Industrials,,
BBD,Banco Bradesco S.A.,NYSE,Stock,2001-11-23,,Active,28035745792,11.478261,5.28,0.0164,16815836,19953460,0.19206,Financial Services,,
BBDC,Barings BDC Inc,NYSE,Stock,2018-08-03,,Active,1042557888,8.2,8.4827585,0.1086,202219,389120,0.44259998,Financial Services,,
BBDO,Banco Bradesco S.A.,NYSE,Stock,2012-03-13,,Active,26140372992,10.173912,,0.0318,16116,20970,0.19206,Financial Services,,
BBGI,Beasley Broadcast Group Inc - Class A,NASDAQ,Stock,2000-02-11,,Active,21574798,,-4.74,,24803,22760,-0.29369,Communication Services,,
BBIO,BridgeBio Pharma Inc,NASDAQ,Stock,2019-06-27,,Active,5630711296,,-10.941818,,2247090,1389020,-2.46235,Healthcare,,
BBLG,Bone Biologics Corp,NASDAQ,Stock,2016-03-31,,Active,1652850,,-0.38842973,,240674,160340,,Healthcare,,
BBN,BlackRock Taxable Municipal Bond Trust,NYSE,ETF,2010-08-30,,Active,978793216,,,0.0747,166369,194010,,Financial Services,,
BBSI,Barrett Business Services Inc,NASDAQ,Stock,1993-06-14,,Active,821323008,17.341162,14.397936,0.0095999995,19246,27940,0.04596,Industrials,,
BBU,Brookfield Business Partners L.P.,NYSE,Stock,2016-06-17,,Active,1464836992,3.090909,18.091742,0.0127,8591,5930,0.00889,Industrials,,
BBUC,Brookfield Business Corp - Class A - Class A (Sub Voting),NYSE,Stock,2022-03-07,,Active,1571437824,,,0.0116,43612,43400,0.06625,Financial Services,,
BBVA,Banco Bilbao Vizcaya Argentaria.,NYSE,Stock,1988-12-15,,Active,62877495296,7.3716216,6.652439,0.07,1173165,1892150,0.29524,Financial Services,,
BBW,Build A Bear Workshop Inc,NYSE,Stock,2004-10-28,,Active,424896832,8.252055,7.8437505,0.026600001,186971,153750,0.10863,Consumer Cyclical,,
BBWI,Bath & Body Works Inc,NYSE,Stock,1985-07-01,,Active,11219036160,13.0625,13.411765,0.0159,1963501,2461600,0.118190005,Consumer Cyclical,,
BBY,Best Buy Co. Inc,NYSE,Stock,1985-04-19,,Active,15869418496,12.913733,10.964126,0.0513,1323093,1985700,0.02856,Consumer Cyclical,,
BC,Brunswick Corp,NYSE,Stock,1981-12-31,,Active,5502672896,14.621185,9.592463,0.020599999,433498,565700,0.06245,Consumer Cyclical,,
BCAB,BioAtla Inc,NASDAQ,Stock,2020-12-16,,Active,136168000,,-1.7361963,,570285,731170,,Healthcare,,
BCAL,Southern Calif Bancorp,NASDAQ,Stock,2015-12-22,,Active,262196656,11.694214,7.8176794,,34401,33740,0.24434,Financial Services,,
BCAN,BYND Cannasoft Enterprises Inc,NASDAQ,Stock,2022-05-31,,Active,9869514,,,,7948189,3896240,,Technology,,
BCAT,BlackRock Capital Allocation Term Trust,NYSE,Stock,2020-09-25,,Active,1696824960,11.041959,,0.1103,249164,194520,,,,
BCBP,BCB Bancorp Inc (NJ),NASDAQ,Stock,2003-10-15,,Active,183479056,6.9358974,7.025974,0.0591,34813,53940,0.27236,Financial Services,,
BCC,Boise Cascade Company,NYSE,Stock,2013-02-06,,Active,5371159040,11.060976,12.071872,0.0058999998,229938,385540,0.070760004,Basic Materials,,
BCDA,BioCardia Inc,NASDAQ,Stock,2008-03-14,,Active,10532060,,-0.3881188,,64959,87050,,Healthcare,,
BCE,BCE Inc,NYSE,Stock,1982-11-15,,Active,31329789952,24.1831,15.127753,0.084300004,1290493,1555350,0.07881,Communication Services,,
BCG,Binah Capital Group Inc,NASDAQ,Stock,2024-03-27,,Active,78943752,,,,461,4700,0.0035100002,Financial Services,,
BCH,Banco de Chile,NYSE,Stock,2002-01-08,,Active,12394785792,8.0196085,10.140496,0.066700004,301157,517660,0.48728,Financial Services,,
BCLI,Brainstorm Cell Therapeutics Inc,NASDAQ,Stock,2003-08-28,,Active,36448864,,-2.1670833,,767912,642070,,Healthcare,,
BCML,BayCom Corp,NASDAQ,Stock,2004-08-09,,Active,233402224,9.38914,10.072816,0.019299999,13809,16800,0.25979,Financial Services,,
BCO,Brink`s Company,NYSE,Stock,1996-01-03,,Active,4312814080,37.022903,10.452586,0.0099,229044,311120,0.02477,Industrials,,
BCOV,Brightcove Inc,NASDAQ,Stock,2012-02-17,,Active,97189856,,-218.00002,,279324,241770,-0.04737,Technology,,
BCOW,1895 Bancorp of Wisconsin Inc,NASDAQ,Stock,2019-01-09,,Active,42856708,,,,1185,2110,-0.68077004,Financial Services,,
BCPC,Balchem Corp,NASDAQ,Stock,1986-06-03,,Active,5052554240,44.019775,32.737392,0.0050999997,77400,78130,0.12352,Basic Materials,,
BCRX,Biocryst Pharmaceuticals Inc,NASDAQ,Stock,1994-03-04,,Active,1296047616,,-18.470589,,4165735,5177550,-0.58691,Healthcare,,
BCS,Barclays plc,NYSE,Stock,1986-09-10,,Active,41563115520,8.48855,8.6875,0.0312,5822769,9860170,0.21697001,Financial Services,,
BCSA,Blockchain Coinvestors Acquisition Corp I - Class A,NASDAQ,Stock,2021-12-31,,Active,149518192,31.800001,,,3854,54150,,Financial Services,,
BCSF,Bain Capital Specialty Finance Inc,NYSE,Stock,2018-11-15,,Active,1060758592,8.1741295,8.215,0.102299996,233530,317340,0.43416,Financial Services,,
BCTX,BriaCell Therapeutics Corp - New,NASDAQ,Stock,2010-10-28,,Active,22214562,,-0.99285716,,161625,96630,,Healthcare,,
BCX,BlackRock Resources & Commodities Strategy Trust,NYSE,ETF,2011-03-29,,Active,797233152,7.5,,0.07,259977,267380,,Financial Services,,
BCYC,Bicycle Therapeutics Plc,NASDAQ,Stock,2019-05-23,,Active,813241408,,-4.204725,,120355,224830,,Healthcare,,
BDC,Belden Inc,NYSE,Stock,1993-11-24,,Active,3803411712,18.297455,12.686567,0.0021,165465,190780,0.09014,Technology,,
BDJ,BlackRock Enhanced Equity Dividend Trust,NYSE,ETF,2005-08-29,,Active,1543059200,10.234568,,0.08140001,200280,367940,3.1220498,Financial Services,,
BDN,Brandywine Realty Trust,NYSE,Stock,1986-07-24,,Active,831100672,,-13.361111,0.1247,820444,815410,-0.48641998,Real Estate,,
BDRX,Biodexa Pharmaceuticals Plc,NASDAQ,Stock,2015-12-07,,Active,5218150,,,,480801,280650,,Healthcare,,
BDSX,Biodesix Inc,NASDAQ,Stock,2020-10-28,,Active,180630448,,-5.431035,,50929,131710,-0.85796,Healthcare,,
BDTX,Black Diamond Therapeutics Inc,NASDAQ,Stock,2020-01-30,,Active,274024192,,-2.9161677,,1242426,982880,,Healthcare,,
BDX,Becton Dickinson & Company,NYSE,Stock,1983-04-06,,Active,68292120576,50.491455,16.605762,0.0161,1784993,1444880,0.06761,Healthcare,,
BE,Bloom Energy Corp - Class A,NYSE,Stock,2018-07-25,,Active,2799156480,,26.234043,,3142187,6059730,-0.22268999,Industrials,,
BEAM,Beam Therapeutics Inc,NASDAQ,Stock,2020-02-06,,Active,2026499456,,-5.172269,,1166587,1174300,-0.37332,Healthcare,,
BEAT,HeartBeam Inc,NASDAQ,Stock,2021-11-11,,Active,54501028,,-3.2857141,,17281,39370,,Healthcare,,
BECN,Beacon Roofing Supply Inc - Class A,NASDAQ,Stock,2004-09-23,,Active,6149663744,,11.549279,,525364,647770,0.044710003,Industrials,,
BEDU,Bright Scholar Education Holdings Ltd,NYSE,Stock,2017-05-18,,Active,59452400,,3.448276,,4241,9980,-0.14509,Consumer Defensive,,
BEEM,Beam Global,NASDAQ,Stock,2010-04-30,,Active,88758136,,-152.75,,87939,92890,-0.23844999,Technology,,
BEKE,KE Holdings Inc,NYSE,Stock,2020-08-13,,Active,25175877632,28.63235,16.090908,0.018,21506695,9725990,0.07564,Real Estate,,
BELFA,Bel Fuse Inc - Class A,NASDAQ,Stock,1984-09-07,,Active,840583424,13.16904,14.1510515,0.0032,7857,5970,0.12616,Technology,,
BELFB,Bel Fuse Inc - Class B,NASDAQ,Stock,1998-07-10,,Active,840583104,11.585409,12.449331,0.0043,90445,83490,0.12616,Technology,,
BEN,Franklin Resources Inc,NYSE,Stock,1984-09-07,,Active,12775772160,14.034682,8.733813,0.0511,2270607,3680410,0.11094,Financial Services,,
BENF,Beneficient - Class A,NASDAQ,Stock,2023-06-07,,Active,13889785,,,,85520,1502920,,Financial Services,,
BEP,Brookfield Renewable Partners LP,NYSE,Stock,2005-11-15,,Active,18376400896,,-52.56604,0.051,306288,567620,-0.0225,Utilities,,
BEPC,Brookfield Renewable Corporation - Class A - Class A (Sub Voting),NYSE,Stock,2020-07-24,,Active,5554746880,3.908976,-58.339626,0.045900002,590628,1192050,0.29755,Utilities,,
BERY,Berry Global Group Inc,NYSE,Stock,2012-10-04,,Active,6941792256,14.586539,7.373026,0.018099999,987646,1330540,0.041160002,Consumer Cyclical,,
BEST,BEST Inc,NYSE,Stock,2017-09-20,,Active,39989052,,-33.166668,,35941,17500,-0.09793,Industrials,,
BETR,Better Home & Finance Holding Company,NYSE,Stock,2023-08-24,,Active,291057120,,,,1840572,994430,,Financial Services,,
BFAC,Battery Future Acquisition Corp - Class A,NYSE,Stock,2022-02-04,,Active,151889552,28.973684,,,150471,258850,,Financial Services,,
BFAM,Bright Horizons Family Solutions Inc,NYSE,Stock,2013-01-25,,Active,6325937664,76.26573,27.610126,,461995,400600,0.0334,Consumer Cyclical,,
BFC,Bank First Corp,NASDAQ,Stock,2002-01-29,,Active,854297792,11.005195,14.123333,0.0165,11797,12550,0.43375,Financial Services,,
BFH,Bread Financial Holdings Inc,NYSE,Stock,2001-06-15,,Active,2060727680,4.953516,6.2308846,0.0202,384188,918640,0.15581,Financial Services,,
BFI,BurgerFi International Inc,NASDAQ,Stock,2018-03-26,,Active,10654627,,-0.7296296,,123120,89660,-0.18053,Consumer Cyclical,,
BFIN,Bankfinancial Corp,NASDAQ,Stock,2005-06-28,,Active,130588128,14.162162,12.329411,0.0396,5978,10080,0.16792999,Financial Services,,
BFK,BlackRock Municipal Income Trust,NYSE,ETF,2001-07-27,,Active,441617824,67.13333,,0.0596,70348,94320,0.12937,Financial Services,,
BFLY,Butterfly Network Inc - Class A,NYSE,Stock,2020-07-13,,Active,217029232,,-2.512195,,1741595,1490290,-1.79085,Healthcare,,
BFRG,Bullfrog AI Holdings Inc,NASDAQ,Stock,2023-02-13,,Active,22374066,,,,44520,86270,,Healthcare,,
BFRI,Biofrontera Inc,NASDAQ,Stock,2021-10-29,,Active,5445669,,-1.9107144,,46351,108770,-0.59085,Healthcare,,
BFS,Saul Centers Inc,NYSE,Stock,1993-08-19,,Active,1278715904,22.02312,30.725805,0.0619,52421,58280,0.20247999,Real Estate,,
BFST,Business First Bancshares Inc,NASDAQ,Stock,2018-04-11,,Active,554305280,8.596838,8.115671,0.0257,58677,61260,0.27934998,Financial Services,,
BFZ,BlackRock California Municipal Income Trust,NYSE,ETF,2001-07-27,,Active,352044768,39.033333,,0.0523,46216,47930,0.31526,Financial Services,,
BG,Bunge Global SA,NYSE,Stock,2001-08-02,,Active,14597028864,8.313709,10.497963,0.026400002,482591,1239520,0.032190003,Consumer Defensive,,
BGB,Blackstone Strategic Credit 2027 Term Fund,NYSE,ETF,2012-09-26,,Active,541779200,13.942529,,0.1148,176425,123690,,Financial Services,,
BGC,BGC Group Inc - Class A,NASDAQ,Stock,1999-12-10,,Active,4464013824,74.333336,9.010101,0.009,3076791,3033150,0.03342,Financial Services,,
BGFV,Big 5 Sporting Goods Corp,NASDAQ,Stock,2002-09-17,,Active,75112344,,-22.133331,0.0602,177485,291780,-0.01824,Consumer Cyclical,,
BGH,Barings Global Short Duration High Yield Fund,NYSE,ETF,2012-10-26,,Active,285916288,9.965035,,0.104899995,59229,68860,,Financial Services,,
BGLC,BioNexus Gene Lab Corp,NASDAQ,Stock,2020-09-16,,Active,10139493,,,,37679,59850,-0.27249,Basic Materials,,
BGNE,BeiGene Ltd,NASDAQ,Stock,2016-02-03,,Active,19606202368,,-38.15673,,273644,183460,-0.28394,Healthcare,,
BGR,Blackrock Energy & Resources Trust,NYSE,ETF,2004-12-23,,Active,365833792,19.304348,,0.0592,108870,78480,1.26165,Financial Services,,
BGS,B&G Foods Inc,NYSE,Stock,2007-05-23,,Active,743080320,,10.561797,0.0809,1117353,2523550,-0.054229997,Consumer Defensive,,
BGSF,BGSF Inc,NYSE,Stock,2014-04-29,,Active,76497160,13.442307,7.43617,0.0858,77092,101200,0.01778,Industrials,,
BGT,BlackRock Floating Rate Income Trust,NYSE,ETF,2004-08-30,,Active,305277408,7.817143,,0.105500005,140417,114290,1.09334,Financial Services,,
BGX,Blackstone Long-Short Credit Income Fund,NYSE,ETF,2011-01-27,,Active,161776656,13.260416,,0.120900005,53570,59930,,Financial Services,,
BGXX,Bright Green Corp,NASDAQ,Stock,2022-05-17,,Active,43738180,,,,2316142,650930,,Healthcare,,
BGY,BlackRock Enhanced International Dividend Trust,NYSE,ETF,2007-05-25,,Active,549490560,6.52381,,0.074,368426,220210,5.4049797,Financial Services,,
BH,Biglari Holdings Inc - Class B,NYSE,Stock,1992-02-25,,Active,615080000,21.367521,-26.845638,,9112,3080,0.03467,Consumer Cyclical,,
BHAC,Crixus BH3 Acquisition Co - Class A,NASDAQ,Stock,2021-11-30,,Active,85109000,19.943398,,,3,5990,,Financial Services,,
BHAT,Blue Hat Interactive Entertainment Technology,NASDAQ,Stock,2019-07-26,,Active,64816272,,,,35502,43700,-0.26189,Communication Services,,
BHC,Bausch Health Companies Inc,NYSE,Stock,2001-01-02,,Active,2483777536,,1.608076,,3976364,3743920,-0.05075,Healthcare,,
BHE,Benchmark Electronics Inc,NYSE,Stock,1990-06-28,,Active,1484726400,22.631866,16.345238,0.016,251908,334470,0.02339,Technology,,
BHF,Brighthouse Financial Inc,NASDAQ,Stock,2017-07-17,,Active,2848424192,,2.3457801,,280848,682170,-0.23893,Financial Services,,
BHFAL,Brighthouse Financial Inc,NASDAQ,Stock,2018-09-14,,Active,4750976512,,,,5952,15730,,,,
BHFAP,Brighthouse Financial Inc,NASDAQ,Stock,2019-03-18,,Active,3894571264,1.862955,,0.070199996,20282,21460,-0.23893,Financial Services,,
BHIL,Benson Hill Inc,NYSE,Stock,2021-09-30,,Active,47892608,,-1.7376924,,950839,1024660,-0.29955,Basic Materials,,
BHK,BlackRock Core Bond Trust,NYSE,ETF,2001-11-28,,Active,574673856,10.330098,,0.0841,93831,130310,1.06215,Financial Services,,
BHLB,Berkshire Hills Bancorp Inc,NYSE,Stock,2000-06-28,,Active,1015651392,46.92,9.734439,0.0307,162140,188030,0.067150004,Financial Services,,
BHP,BHP Group Ltd,NYSE,Stock,1987-05-29,,Active,155873787904,21.12371,15.177777,0.0495,3272508,1940000,0.1328,Basic Materials,,
BHR,Braemar Hotels & Resorts Inc,NYSE,Stock,2013-11-06,,Active,221950272,,-3.4404764,0.0692,313664,261330,-0.036510002,Real Estate,,
BHRB,Burke & Herbert Financial Services Corp,NASDAQ,Stock,2001-03-15,,Active,745216064,18.520294,,0.0422,25235,42900,0.18955,Financial Services,,
BHV,BlackRock Virginia Municipal Bond Trust.,NYSE,ETF,2002-04-26,,Active,17360776,,,0.0434,145,850,-2.45537,Financial Services,,
BHVN,Biohaven Ltd,NYSE,Stock,2022-09-23,,Active,3299468288,,-5.3769784,,640425,1182980,,Healthcare,,
BIAF,BioAffinity Technologies Inc,NASDAQ,Stock,2022-09-01,,Active,26022544,,,,132210,138730,,Healthcare,,
BIDU,Baidu Inc,NASDAQ,Stock,2005-08-05,,Active,39877025792,17.359499,9.395072,,6117228,3676730,0.14772001,Communication Services,,
BIG,Big Lots Inc,NYSE,Stock,1985-06-20,,Active,109196624,,-0.5572289,,1259875,2159860,-0.10205,Consumer Defensive,,
BIGC,BigCommerce Holdings Inc Series 1,NASDAQ,Stock,2020-08-05,,Active,610468544,,23.235294,,701623,1366290,-0.15391,Technology,,
BIGZ,BlackRock Innovation and Growth Term Trust,NYSE,Stock,2021-03-26,,Active,1662944768,,,0.0806,487387,607730,,Financial Services,,
BIIB,Biogen Inc,NASDAQ,Stock,1991-09-17,,Active,33570299904,28.82125,13.25877,,983981,1064010,0.12073,Healthcare,,
BILI,Bilibili Inc,NASDAQ,Stock,2018-03-28,,Active,6888446976,,57.551727,,7659364,8319170,-0.21406001,Communication Services,,
BILL,BILL Holdings Inc,NYSE,Stock,2019-12-12,,Active,6291801088,,26.464285,,1164358,1784520,-0.042129997,Technology,,
BIMI,BIMI International Medical Inc,NASDAQ,Stock,2006-10-18,,Active,17644536,,,,77667,37080,-0.83204,Healthcare,,
BIO,Bio-Rad Laboratories Inc - Class A,NYSE,Stock,1980-02-27,,Active,8311194624,,24.923664,,139627,215240,-0.123739995,Healthcare,,
BIOL,Biolase Inc,NASDAQ,Stock,1992-11-12,,Active,5309805,,-1.4454545,,4748885,3093410,-0.43557,Healthcare,,
BIOR,Biora Therapeutics Inc,NASDAQ,Stock,2020-06-19,,Active,26184410,,-0.57456696,,219984,195740,,Healthcare,,
BIOX,Bioceres Crop Solutions Corp,NASDAQ,Stock,2018-03-22,,Active,697160704,32.885715,12.78889,,40636,70920,0.00698,Basic Materials,,
BIP,Brookfield Infrastructure Partners L.P,NYSE,Stock,2008-01-10,,Active,14144667648,98.870964,28.915096,0.0529,302278,417400,0.0109,Utilities,,
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),NYSE,Stock,2020-03-31,,Active,4692252160,9.435013,,0.045500003,496266,512450,0.15131,Utilities,,
BIRD,Allbirds Inc Class A,NASDAQ,Stock,2021-11-03,,Active,114060760,,-1.2840351,,753345,1374680,-0.60502,Consumer Cyclical,,
BIRK,Birkenstock Holding Plc,NYSE,Stock,2023-10-11,,Active,8865387520,104.88889,26.222223,,420594,440030,0.049829997,Consumer Cyclical,,
BIT,BlackRock Multi-Sector Income Trust,NYSE,ETF,2013-02-26,,Active,575257408,Infinity,,0.108100004,54039,85220,,Financial Services,,
BITF,Bitfarms Ltd,NASDAQ,Stock,2018-08-28,,Active,657464512,,3.9772727,,14502008,13939450,-0.71079004,Financial Services,,
BIVI,BioVie Inc,NASDAQ,Stock,2014-05-05,,Active,27011918,,-0.3783077,,217894,278200,,Healthcare,,
BJ,BJ`s Wholesale Club Holdings Inc,NYSE,Stock,2018-06-28,,Active,10593325056,20.556702,18.505802,,910156,1261190,0.02623,Consumer Defensive,,
BJDX,Bluejay Diagnostics Inc,NASDAQ,Stock,2021-11-10,,Active,1559301,,-1.8125,,14207,18580,,Healthcare,,
BJRI,BJ`s Restaurant Inc,NASDAQ,Stock,1996-10-10,,Active,858393600,37.080807,22.521471,,502125,412400,0.01798,Consumer Cyclical,,
BK,Bank Of New York Mellon Corp,NYSE,Stock,1973-05-03,,Active,44495052800,14.912281,9.786184,0.028199999,2903161,2845340,0.19028,Financial Services,,
BKD,Brookdale Senior Living Inc,NYSE,Stock,2005-11-22,,Active,1333719808,,-14.702127,,2628824,2247330,-0.06005,Healthcare,,
BKE,Buckle Inc,NYSE,Stock,1992-05-11,,Active,1877896192,8.404545,9.362025,0.0379,216953,284220,0.17438999,Consumer Cyclical,,
BKH,Black Hills Corporation,NYSE,Stock,1984-09-07,,Active,3914032384,14.0197525,13.781553,0.0458,368720,487560,0.12918,Utilities,,
BKKT,Bakkt Holdings Inc - Class A,NYSE,Stock,2020-11-19,,Active,71416656,,-2.9460154,,295116,557490,-0.042579997,Technology,,
BKN,BlackRock Investment Quality Municipal Trust,NYSE,ETF,1993-02-23,,Active,209394592,57.952385,,0.056199998,30068,24890,0.16311,Financial Services,,
BKNG,Booking Holdings Inc,NASDAQ,Stock,1999-03-31,,Active,125815046144,27.932737,17.98424,0.0094,197781,264720,0.21812001,Consumer Cyclical,,
BKR,Baker Hughes Co - Class A,NASDAQ,Stock,2017-07-05,,Active,33610567680,18.692738,13.019455,0.0251,5718130,5603710,0.069520004,Energy,,
BKSY,BlackSky Technology Inc - Class A,NYSE,Stock,2019-12-20,,Active,176220480,,-5.5454545,,895533,597340,-0.52181,Technology,,
BKT,BlackRock Income Trust Inc,NYSE,ETF,1988-07-25,,Active,248660864,16.913044,,0.0907,103949,65310,0.95384,Financial Services,,
BKU,BankUnited Inc,NYSE,Stock,2011-01-28,,Active,2237470976,12.900863,9.44164,0.0388,651877,672460,0.19861999,Financial Services,,
BKYI,Bio-Key International Inc,NASDAQ,Stock,2002-02-21,,Active,3095852,,-3.7173913,,3791,6820,-1.06402,Industrials,,
BL,BlackLine Inc,NASDAQ,Stock,2016-10-28,,Active,3613845248,49.542374,26.098213,,369690,666880,0.124359995,Technology,,
BLAC,Bellevue Life Sciences Acquisition Corp,NASDAQ,Stock,2023-03-17,,Active,60727860,216.0,,,1,5000,,Financial Services,,
BLBD,Blue Bird Corp,NASDAQ,Stock,2014-03-20,,Active,1714436224,21.577236,17.067526,,621749,987800,0.06357,Consumer Cyclical,,
BLBX,Blackboxstocks Inc,NASDAQ,Stock,2016-01-21,,Active,9818757,,-7.0779066,,4464,10010,-1.2525,Technology,,
BLCO,Bausch + Lomb Corp,NYSE,Stock,2022-05-06,,Active,5149211136,,12.208332,,630955,619370,-0.07812,Healthcare,,
BLD,TopBuild Corp,NYSE,Stock,2015-07-01,,Active,12855623680,20.36492,17.266666,,176419,360560,0.12111,Industrials,,
BLDE,Blade Air Mobility Inc - Class A,NASDAQ,Stock,2019-11-05,,Active,279992512,,-45.25,,344386,523460,-0.54973,Industrials,,
BLDP,Ballard Power Systems Inc,NASDAQ,Stock,1995-11-08,,Active,923505088,,-6.5319147,,4700200,3249180,-1.78698,Industrials,,
BLDR,Builders Firstsource Inc,NYSE,Stock,2005-06-28,,Active,20389621760,14.363714,12.0526705,,1798019,2997040,0.08568,Industrials,,
BLE,BlackRock Municipal Income Trust II,NYSE,ETF,2002-07-30,,Active,506861792,28.702702,,0.0588,105500,79120,0.38981,Financial Services,,
BLEU,bleuacacia Ltd - Class A,NASDAQ,Stock,2022-01-10,,Active,80768288,50.904762,,,127,780,,Financial Services,,
BLFS,Biolife Solutions Inc,NASDAQ,Stock,1992-05-26,,Active,1010838528,,-59.35135,,239524,587900,-0.45839,Healthcare,,
BLFY,Blue Foundry Bancorp,NASDAQ,Stock,2021-07-16,,Active,229266032,,-16.389832,,84063,44200,-0.21431999,Financial Services,,
BLIN,Bridgeline Digital Inc,NASDAQ,Stock,2007-06-29,,Active,12605296,,-13.444445,,38861,31030,-0.65946,Technology,,
BLK,Blackrock Inc,NYSE,Stock,1999-10-01,,Active,120695889920,20.661917,17.347713,0.0251,312082,560160,0.32261002,Financial Services,,
BLKB,Blackbaud Inc,NASDAQ,Stock,2004-07-26,,Active,4093949952,193.41464,16.486486,,167071,215790,0.01938,Technology,,
BLMN,Bloomin Brands Inc,NASDAQ,Stock,2012-08-08,,Active,2027871616,35.0,8.621324,0.040900003,1534041,1755300,0.015620001,Consumer Cyclical,,
BLND,Blend Labs Inc - Class A,NYSE,Stock,2021-07-16,,Active,797514496,,-316.00003,,1414132,1856430,-0.86719,Technology,,
BLNK,Blink Charging Company,NASDAQ,Stock,2018-02-13,,Active,332253792,,-9.138888,,6809389,7305790,-1.22088,Industrials,,
BLRX,Bioline Rx Ltd,NASDAQ,Stock,2011-07-27,,Active,51161148,,-0.68817204,,304165,234400,,Healthcare,,
BLTE,Belite Bio Inc,NASDAQ,Stock,2022-04-29,,Active,1339854208,,-56.2125,,105561,38270,,Healthcare,,
BLUE,Bluebird bio Inc,NASDAQ,Stock,2013-06-19,,Active,198524256,,-0.63580245,,1845271,7107870,,Healthcare,,
